text,intent
tell me how the weather is,question
go forward one song,inform
"cheer up ! don't let me down . we all make mistakes , and that is life .",inform
how much does gun ammunition cost,inform
i can speak french and german .,inform
"yes . i prefer white - and may i see a pale yellow one , too ?",directive
"hi , this is kalina from your morning literature class .",greeting
"now , does this come with a warranty ?",question
"i don't like them . i used to take them when i had to work overtime , you know .",inform
how about drinks ?,question
keep going until i tell you to stop .,commissive
"yes, that happens to be correct",confirmation
make me laugh with a funny joke,inform
please tell me all the items on my to do list right now,directive
i have to admit it's easier said than done .,inform
"hmm ... well , it was my first attempt ! is it a very big mistake , or can we just alter it ?",question
"oh , great !",inform
i appreciate you helping me,gratitude
do i have to pay for electricity myself ?,question
oh . all right i'll read it soon .,commissive
we did the best that we could to give you a low price . did you get our recent estimate ?,question
"ok . mr . lee , you ’ re all set . your flight leaves from gate 10 . boarding begins at 10:30",directive
tell me the current apr on my visa card from bbt,inform
"well , we've had to cut down the amount of solvents we use and we ’ re not allowed to use lead in our products any more .",inform
how often do you play tennis ?,question
"besides the turkeys , we'll also have other delicious food . such as pumpkin pies , puddings , mashed potatoes , bread , a lot of fresh fruits and vegetables .",inform
"pretty well . i don't know if i'll get the promotion or not , but i feel good about it .",inform
i've got a letter from my bank here . it shows i am able to support myself during these three years of studies .,inform
about 6 .,inform
"yes , and please be more careful in the future !",inform
"i've got 6 packets of cigarettes and 2 bottles of champagne . besides , i have two cameras , one is for my own use , and the other is a gift .",inform
"when i told david i was coming here to live , he give me your number , and suggest that i give your a ring . i was wondering if you could give me some advices .",directive
"well , mine are baggy . they're the kind of pants you can lounge around in .",inform
"no , double nine zero two .",inform
"no , i ’ m sorry . you ’ ve reached mr . macmillan ’ s office . let me just put you through to accounting .",directive
"nah , don't be so fast . we like your work here , but this company is on hard times and i can't be handing out raises for anyone .",inform
i am fed up the ready-made suit . can you recommend me some stuff for me to make one ?,directive
"well , thank you again for coming to see us . but just remember that we like people who join the company to play in the company sports teams .",gratitude
he said i have a big nose . i wonder what that means .,inform
"exactly . is it possible to have my overcoat dry-cleaned , too ?",confirmation
"no , he just landed the plane and walked to a restaurant .",inform
i want to know how old you are,question
mrs . white .,inform
can you get me simple instructions on how to do an oil change,inform
i want to know what the latest is on my vacation request i submitted,inform
"so irene , what do you do ?",question
"ok , i know . would you please help me clean the kitchen ?",directive
my disposable contact lenses . they're great for camping !,inform
"no , i ' m sorry . i'm going to meet some friends tomorrow evening . and i ' m too tired now . i have to go to sleep . goodbye .",commissive
book me a hotel in seattle near the space needle from march 3rd to 5th,directive
thanks . see ya .,gratitude
"i don't know if you remember , but with honest every day last year we tided the knot .",inform
easier said than done .,inform
perhaps you'd be interested in red roses .,directive
serious ? only the proof of my address .,question
"thanks , i think so too .",gratitude
so i am .,inform
i want to hear my hip hop playlist,directive
you are a pessimist .,inform
"you have a real talent , ellen !",inform
"well , there are two causes of job stress . one is employee characteristic and the other is company condition . so if we want to manage job stress , both we and the companies should do something . for me , i am trying to balance work and leisure time . you know , all work and no play make jack a dull boy .",inform
they've scheduled the negotiation meeting for 9:00 tomorrow morning . that should give you enough time to have a quick shower .,inform
goodbye . thanks again .,farewell
are you really real,question
i have to wear it this afternoon . do you have a urgent service ?,question
really ? how many do you have ?,question
"excuse me . i will go to wangfujing , where should i get off ?",question
when will you mail me a replacement card,inform
let me show you .,directive
i'm glad you say so . you dance beautifully too . it's lucky that i got you as a partner .,inform
would you like a cigarette ?,question
you mean johnny threw out all the dinnerware ?,question
"hi ! let me get a dozen croissants , four blueberry muffins and a loaf of sourdough bread .",greeting
"show biz stars have plenty of expenses . that ’ s why they need so much money . they need million of dollars to buy big , seclude houses and wonderful dresses . i bet most show biz stars would prefer to wear jeans and a t-shirt , but they can ’ t because their managers force them to wear clothes they don ’ t like .",inform
is there something wrong ? you look so sad .,question
let my group know what my current location is,directive
i can ’ t go any higher than $ 850 .,directive
for what ? complaining about what happened in the elevator ?,question
you thing so ?,question
until monday or tuesday next week .,inform
i am not to sure about that,commissive
"what ? you don ’ t love me ? me , either .",question
"i should have some free time next week . say , next wednesday evening ?",directive
don't jump the gun . she's in the driver's seat right now . you have to be patient .,directive
you're kidding me ! that sounds really scary !,inform
it's over there . have a good trip .,inform
"i wonder how old these things are , thousands of years ?",question
i see . do you have your current all-in-one passbook with you ? i'll need your password for this transaction .,directive
that's a good idea . but maybe we should move the car so that the hail doesn't dent it .,commissive
"not everyone . but a lot of people do , especially the young . it's a fine place to spend an evening with friends or to make some new friends .",inform
"well-done , please .",inform
but i doubt the authority because most of the recommendation letters of the university are the same .,inform
"i was just thinking about someone i went to school with , this boy i was quite friendly with in third grade . we used to hang out together - he lived next door - but then my parents moved and i changed schools and never saw him again .",inform
i didn't have any big plans .,inform
translate hello in french,question
but you two used to do everything together . i thought you really enjoyed each other's company .,inform
"ok . so for one month , reduce the number you smoke by one a day . at the end of the month , you'll have quit . you should also buy a tracksuit and go jogging every morning . you don't need to jog far .",directive
"driver , 1600 pennsylvania ave . , please .",directive
"then , how about this room with just a shower ?",question
which credit card was the bill for ?,question
"it's not too bad today , actually . 828.23 .",inform
some movie stars measure their worth by how many millions of dollars they make . do you know how jackie chan measures his worth ?,question
"this one ’ s a little too expensive for me . i ’ d prefer something cheaper for now.when i ’ ve learned to play , i might get a better one .",commissive
"yes , the next morning .",inform
have you ever been invited to a chinese feast ?,question
i'm glad you like it . i don't care for it . why don't you finish my tiramisu so that i can try one of those fried bananas ?,directive
that's fine.please call again later .,directive
"that ’ s for sure . during the back court , we should change the position we played .",inform
"no , no , for the engagement .",inform
what types of medications would be best ?,question
so what you are really trying to sell is a fad .,inform
where did you visit ?,question
how about giving them to that old man ?,directive
it sounds like it will be .,inform
"i bought a sweater from your store a week ago . it says size 12 . but actually , it is a size 10 . can i exchange it ?",directive
"mom , can you talk about the philosophy of life with me ?",question
"so you're traveling around the world , aren't you .",question
how many delta miles are on my card right now,inform
"yes , that ’ s true .",inform
i'm really going to miss you.take care of yourself .,directive
"for the past eight years , i have been working in the banking industry . i have a solid understanding of accounting concepts , an analytical mind and a strong attention to detail . i've had a lot of customer service training and experience , and i have been told that i excel in this area .",inform
but the parking might be .,inform
what can a tourist in denver do,question
"is it possible to consider fob ? that way , we will handle the insurance through our broker .",directive
please put on the next number on this playlist,inform
are you serious ? you haven't even been anywhere on vacation ?,question
"nice to meet you , lean . my name is alike . i'm from japan .",inform
we are all very proud of you .,inform
"ok ... actually , i don ’ t mind eating peas and carrots , buy i hate broccoli and cauliflower .",inform
"my name is max richards , my phone number is 898-3423 . could you ask him to call me back as soon as he gets back , please ? i have a rather timely matter to discuss with him .",directive
"oh , good . transfer , please .",directive
are they quiet rooms ?,question
here is the money . could you deliver this to my house ?,directive
what time do you want me there ?,question
"next time , it's on me .",directive
how old are you ?,question
sure.step in .,commissive
really ? what could that be ?,question
ok . can you tell me the delivery time ?,directive
tell me how many carry ons i can take on a flight with southwest airlines to dallas,inform
what is today's big article in the washington post,inform
yes . but not including the utilities .,inform
i'm just in the mood to act goofy .,inform
add eggs to my shopping list if it's not already there,directive
he got a scolding .,inform
turn it up please,directive
let's go to default settings,directive
"i'm looking for it , but you see , the market shard for jobs , too .",inform
i have always enjoyed flying . and i am good with people .,inform
"i have the perfect option , this package will take you on a hiking trip through the himalayas for three days and afterwards there ’ s a dog sledding journey !",directive
ok . i will catch you later .,commissive
i'm looking for an mp - 3 player . which brand is of the highest quality ?,question
how do you know her ?,question
how long did it take you to do the tiling .,question
ok . but can i trade my seat with you ? i prefer the one near the window . i'm a terrible flyer . i always get airsick and can never relax until after i've landed .,directive
they had no reason for arresting me .,inform
good morning . i want to deposit a sum of money into my account .,directive
"certainly , miss parker , let me get my book . my secretary ’ s out and i can ’ t keep anything straight !",commissive
"sorry , i really can't do that . there's little time left for us .",commissive
channel two . a tv series was showing on it . the name of the series is huanzhu gene,inform
please find my routing number for my citizens' bank account,inform
"yeah , yeah , i know , it's totally cliche , but really , i think it's been a good decision . i've got a lot of support and good suggestions from the guys . what about you ? what have you been up to ?",confirmation
"good morning , madam . i think i'm lost here . the place i want to go to is a hotel called the hilton .",inform
it looks like the hairstyle of kahn who stands beside him in the picture .,inform
that's great to hear .,inform
i need to know my bill total for my verizon payment due this month,inform
"that's exactly what i am thinking about , and also it's a good way to get social experiences .",inform
"thank you , miss . will dinner be served on the plane ?",gratitude
i think that the changing climate is a sign that we are causing too much damage to the environment .,inform
what kind of jobs have you had ?,question
"well , maybe so . but i still think everyone has their rights of their own opinion .",inform
"that's all right , i'm a beginner . i've just learnt how to play .",inform
an apartment ? why ?,question
what qualities would you expect of persons working as a team ?,question
then keep up the good work .,inform
immediately the credit card company must be told that i lost my card from them,complaint
"sorry , i forgot . i don ’ t like seafood , neither .",inform
so long as you learn from your mistakes .,inform
tell me something interesting about los angeles,question
what do you think of this dress ? do you think it suits me ?,question
hangzhou food .,inform
add this song to my post-rock playlist,directive
what doesn ’ t feel right ?,question
that's the point .,inform
can you tell me the items on my to do list,directive
i am heading for the library . i've got a research project to do.how about you ?,question
that sounds boring to me .,inform
"please fill out this deposit form , first .",directive
our afghan customers wanna buy china's tea . i am thinking of placing an order with you .,directive
pto so far i have used is how much,inform
you'd better get on with your homework ! you can practice on sunday .,directive
"that's right . ok , let's move on .",inform
we hope this matter will not affect our good relations in our future dealings .,directive
i requested it . what do you say ? do you have your dancing shoes on ?,directive
how long does it take tomatoes to expire,inform
do you think bruce willis just drank a coke for his health ?,question
really ? why would you worry about me ? i ’ m just fine .,question
"well , i was born in ohio , but i grew up in texas .",inform
"how would you like your steak ? rare , medium-rare or well-done ?",question
that's great . i trouble you so much . thank you very much .,gratitude
i sure hope you didn't trust anyone with your credit card number .,inform
"cloudy in the morning , overcast in the afternoon .",inform
"i'm mostly interested in the personalized services you offer , with stock market news , etc . it sounds just perfect for me , as i'm too busy to be constantly at the computer checking the performance .",inform
"yes , i am . i'd like to be able to get around a little more .",inform
who conjured you,question
"i was at work , but the purchase was made at 3",inform
i need you to increase your volume,directive
what's on the program ?,question
what is the number of pto days i have left,question
absolutely . that's because both of us have distinctive cultural features .,inform
list happy on my rb playlist,directive
how nice these frames are !,inform
"that's great . did you start dating right after you met , or did you become friends first ?",question
the baby was 8 pounds 6 ounces .,inform
how about 1:30 ?,directive
how do i get direct deposit for my paycheck,inform
do you sell washing machines ?,question
i ’ ve no idea . nothing really .,inform
yes . commission will be given on the basis of your sales revenue . and the percentage will be 2 % of your total revenue .,inform
do i have to remind you that your grandma is arriving tonight ?,question
"now , how about going for a swim in the sea ? we shouldn ’ t sunbathe all day .",directive
"oh , boy . his wife can't be happy about that .",inform
"yes , may i ask something about the salary and benefits in your company ?",directive
"well , that ’ s the problem . we never seem to have ' typical ' days , but you'd spend about 30 % of your time on the computer . there would also be a lot of telephone time , setting up appointment , and taking care of a lot of support work .",inform
"i may have something on that day , but thanks for inviting me .",gratitude
we could ask everyone what would be the best time for them .,directive
i need to know why i'm being charged $ 10 for a movie that i never ordered .,directive
how good are the ratings for papa john's,question
sometimes the traffic is too busy .,inform
great ! we are going to be working in teams of three . are you ok working with others ?,directive
"thanks , mary . you ’ re a real pal . i ’ ll call now to set up an interview .",gratitude
"the mark says six hundred yuan , plus tax , it's six hundred and eighty yuan .",inform
"they do , but it doesn't help too much . having seven children means that the money situation in my home is always pretty tight .",inform
please speak to me quicker from now on,directive
your books are due back two weeks from today .,inform
"i think you are an excellent person . honestly speaking , you are very suitable for this job",inform
i hope you will like it .,inform
how much is this mpg,inform
"but what about tomorrow ? what if stars.com decides to go with webtracker , and not us ?",question
it happened this morning .,inform
"you ’ re going to set up your own law office , aren ’ t you ?",question
did i put unpacking groceries on my to do list,directive
"that will be soon enough , but make sure you get next week's assignment in as well , all right ?",directive
how many rooms does your house have ?,question
"not really , they just don't want me living at home . my older sister did that , and she lived at home for seven years . once she started living at home , it got harder and harder for her to move out .",inform
my list of reminders contains what,directive
fold my hand,inform
let's take the bus .,directive
do you know what time it starts ?,question
i know you can do it .,inform
"hello , this is lucy from abc company .",greeting
please let me know how many days i've taken off,inform
how about this ? they're the same shape .,directive
"more or less . how well do you understand mr . wang , your chinese teacher ?",question
i'm mary kelly . may i ask your name ?,directive
"may i have my bill , please ?",directive
"i'm sorry , sir , the full procedure can take up to 7 days to process everything .",inform
a grinch is a person who spoils the mood at a happy occasion by being selfish or unenthusiastic . you know - a party proper .,inform
"ok , right this way . what color did you have in mind ?",question
"i don't think it can be avoided , to be honest .",commissive
how much can i spend wth my visa,inform
looks like you might like the soft sleeper then .,inform
i need for you to skip this song,inform
very well . just take your time .,directive
i must get the w-2 form,inform
i might . what did you do yesterday ?,question
would you be interested in joining me ?,directive
"yeah , who ’ s calling ?",confirmation
"as a matter of fact , you are really a terrific photographer .",inform
how do i set a timer,directive
i don't know . i don't know what most of this food is !,inform
it wasn't too bad . were you nervous ?,question
take everything off my to do list,directive
when do you start the payment then ?,question
what does unsavory mean,question
that's where it is .,inform
o . k . how do i get the manufacturer ’ s warranty ?,question
there is a wait right now to use the computers .,directive
"no , your computer might have a virus , i mean , it has a bad program on it . maybe that ’ s why it crashed . i recommend that you run an antivirus program in order to safely remove any unwanted spyware or trojans .",directive
what range of salary do you have for this position ?,question
what ? you feel sorry for the butterflies ?,question
"is it your first trip to the fair , mr . brown ?",question
ten percent ! now that ’ s hefty !,inform
can we speak in german,directive
"well , i think perhaps you'd better speak to our production manager , mr . yao . you'll meet him when we go over to the factory .",directive
is there any difference ?,question
the workmen oughtn't to leave it without a no tice .,inform
wrong number ? are you sure ? i called yesterday and she was there .,commissive
i need you to schedule a meeting with bob brown at noon the day after tomorrow,directive
by sea .,inform
here's your change . thank you .,gratitude
you're welcome . goodbye .,inform
really ? do you often shop online ?,question
i don't know . but this is definitely the last straw .,inform
"though they were ugly , they had great virtue .",inform
that sounds nice . where did you go ?,question
i don't feel like breakfast . i don't feel like anything . why are we so unlucky ? it's as if there were a jinx on us .,commissive
"wow , your roommates are cleaning the room .",inform
i found it very disappointing .,inform
you can get whatever you want at the cafeteria .,inform
"how do you do , ms . yang.you speak very good english .",inform
"i ’ m making a shopping-list , tom .",inform
now this next dish is one of the most famous . foreigners call it papaya salad but the proper name is tom sam . it is a spicy salad made from a mix of fresh vegetables including shredded unripened papaya and tomato .,inform
couldn ’ t be better . and you ?,question
how long has it been on for ?,question
i can tell form the way he spoke to us .,inform
let ’ s go check it out again !,directive
"i was thinking of buying this from the bookstore when my father got this from the library ... anyway , how much should i pay ?",question
what would cause me to be locked out of my bank account,complaint
"not really , but i like watching .",inform
"let me see . the data documents with ' a ' and ' b ' are the drafts , and the ones with ' c ' and ' d ' are formal contracts . do you know what i mean ?",question
"about half an hour , if there's no traffic jam .",inform
"since we live in the same neighbourhood , maybe we can help each other from now on .",inform
"ok , good luck . see you",inform
"allow me to introduce my self.my name is jack black , manager of the company .",inform
could you translate atm machine into english,question
"well . it ’ s not all my fault , anna ...",inform
i want factory settings restores right now,directive
"i've something very unpleasant to talk with you . upon the arrival of the first consignment , it was found that about 50 % of the sixty cases of pineapples were leaking .",inform
the task is tough .,inform
how long have you been in taiwan ?,question
"yes , a little .",inform
we drove to the lake and had a picnic . we had a great time ! how about you ? did you do anything special ?,question
"good morning , miss wang . how beautiful you look today !",inform
"yeah , you too !",confirmation
this is right . there is no doubt in my mind .,inform
we went out in our boat . i have a favorite fishing hole out there .,inform
do i need new tires,inform
have you received any degrees ?,question
"yes, that is actually true",confirmation
"this was fun, see you around bye",farewell
"excuse me . it's true that our products do cost slightly more than the other makers , but it's only due to our technological superiority .",inform
when can i contact you about your final decision ?,question
what sort of welfare facilities does your company provide ?,question
can you drive ?,question
"sorry , i'm afraid the hotel is full on those dates.shall i contact another hotel for you ?",directive
"your resume mentioned that you had been the surveyor , which was a concurrent job , of a certain market survey company . what was your main work content ?",question
does this mean that you have bad news for me ?,question
could you show me how to use the copier ?,directive
i have spent a lot on groceries lately,inform
"me ? no way . i'm dedicated to the company , but i'm not going to leave taiwan . i'm happy here .",inform
"sorry , sir . we have only tables in the main dinning room left .",inform
i don't know . maybe next week . we haven't been to the great wall yet .,inform
this is the schedule for the project . any comments or questions ?,question
"ok , please take a seat . look at here . head up . done .",directive
i would like to pick a time to look at houses with you .,directive
"yes , sure . which cupboard is it in ?",question
"you have children now . what if something , god forbid , happens to you ?",directive
the checkroom is just behind the front door .,commissive
"ok . how about some spring rolls and squid balls , some pork skins , and some beer !",inform
do you have any hobbies besides playing chess ?,question
"mr . johnson , there's something i'd like to talk over with you . would sometime this week be convenient for you ?",directive
who created your ai program,question
pop music doesn't have any depth for me .,inform
you may ask if you can take a half-price ticket .,directive
"this "" cream of olives "" is our bestseller for combination skin . you can try it on your hand .",directive
tell me something funny about people,inform
i would like to have a continental breakfast .,directive
"yes , there is one at sanyuan bridge . it is a famous restaurant in the city .",commissive
how many miles are my tires rated for,inform
how would you describe what life means,question
it's not expensive . i'll take it .,inform
"oh , cash will be fine .",inform
does the nsa listen to me,inform
have you invested in the stock market before ?,question
till the end of the month .,inform
exhaust fumes from vehicles cause a great deal of damage to the environment .,inform
i'd like to cancel the party of 7 we reserved at the olive garden,directive
"sometimes you can't win for losing , sir .",directive
i need help paying my phone bill,inform
hi . this is a receptionist desk . how can i help you ?,greeting
inform carl that he is an awful human being,directive
i need for you to ask the question again,inform
"it's not on this platform.these trains are uptown and downtown , not crosstown.you have to go up these stairs over there .",directive
all right . i ’ m glad i could clarify things for you .,inform
what appointments do i have tomorrow after 1:00pm,directive
"i don ’ t know ! this stupid old car started spewing white smoke and it just died on me . luckily , i managed to start it up and drive it here . what do you think it is ?",question
"oh , thank you very much . i ’ d like to come , but i ’ m afraid i ’ m busy that evening .",gratitude
the franchised store is on the second floor .,inform
do you have any brothers or sisters ?,question
what can i do to get rid of this event,directive
um ... and what sport are we talking about here ?,question
walker airline travel agency.may i help you ?,directive
"20-30 % . but we proposed the plan from the storage and delivery viewpoint . that is to say , less warehouse space and prompt delivery .",inform
it just started happening last night .,inform
"yes , it's very good . we suddenly have twice as much money to spend here.our hotel is now half as expensive as when we got here ! isn't that strange ?",question
that'd be great . what kind of camera do you have ?,question
please transfer 100 dollars between my amazon payments and savings accounts,inform
bye . take care .,farewell
when is it cheapest to travel to hawaii,inform
"sometimes you look like brains , and sometimes you are simple a barbie doll .",inform
just the video .,inform
"get in slowly , sweetie . you'll get used to it . i'm gonna go and make you some chicken soup .",directive
good bye !,inform
"oh , it is conveniently located , isn't it ?",question
you sound quite knowledgeable .,inform
"let me have a look at your throat first . please open your mouth and say "" ah "" .",directive
"sorry , i've got people coming over tomorrow night .",commissive
i thought he only liked to listen !,commissive
cancel that last command,directive
"i'm leaving now , mum .",inform
just did my best .,inform
tell me about my american express application; did it go through,inform
play rock playlist,directive
"that is excellent , your investment proposal is a wise decision . may i have some idea of your suggestion ?",question
what kind of books does she like ?,question
i need to know how long until the next day off,question
what is the interest rate i am receiving from the start of the year,inform
"if you can give us a more reduction , we'd be able to give you an order on the spot .",directive
"nothing like that . my cousin is going to take a job overseas and he can't take his car with him , so he's going to sell it - cheap . it's practically new .",inform
"a bunch of us in the office are planning a retiring party for bob , he's been with the office for ages , so everyone was really surprised to hear he took early retirement .",inform
we had extra time of course .,inform
"not really . i did some research about chinese table manners . the important rule is to remain silent while eating . of course , this refers to family meals only . not talking over meals is supposed to be good for the health . it is impolite if people do not talk to each other during a social party . the table arrangements and serving order for a social party are equally complicated . each dish should be placed in the correct position . when fish is served , the tail should be pointing at the guest because tail meat is supposed to be tasty . if it is in winter , the stomach should face the right-hand side of the guest because that portion of the fish is very rich in winter . each dish should be commenced by the eldest person who is seated at the head of the table . the diners should sit close to the table so food won ’ t drop on their cloths . no noise should be made when chewing . no one should move food back to the communal plate even if he doesn ’ t like it . one should drink soup slowly and is not supposed to make a lot of noise . all these table manners are very similar to western habits .",inform
"i'm in pretty bad shape , dr . ford .",inform
are there any school closures today,inform
that's so true . it's great that we see eye to eye on this .,inform
yep . the steaks and chicken are marinated and i also bought hamburger buns .,inform
"i am looking for a growth opportunity , which i feel is not available at my current employer . in terms of skills , i am microsoft certified in windows xp and several other operating system",inform
we are more interested in finding someone who is alert and quick at figures . do you like meeting the public ?,question
how much does this house cost ?,question
"harry , do you like the opera ?",question
now tell me my credit card's apr,inform
"to be honest , i care only about whether i can have some delicious candy eat . i couldn't care less about whether the shop is popular or not .",inform
"well , you're here . and that's the main thing .",inform
can you show me how to set up my paycheck to be direct deposit to my first hawaiian bank account,inform
"will you fill out this form , please ?",directive
it doesn't look very nice outside today .,inform
make a reminder to do my taxes,directive
"i prefer free sketch , especially the landscape paintings . i can always feel peace and harmony from those landscape paintings .",inform
it's platform 5 .,commissive
i am happy to hear that and i'll accept that .,commissive
good day . how can we assist you ?,question
how often do you service the vans ?,question
i think you are a quick learner .,inform
my mother works in a company as an accountant .,inform
yes . all the quotations on the list are subject to our final confirmation .,inform
good luck with that .,inform
"well , you ’ re in luck ! you see , if you sign up for our three-year plan , we ’ ll throw in a handset for free .",inform
set up a reminder to mail a check tommorow,directive
"in the central timezone, what time is it",question
correct .,inform
yes . i like carmen very much . but i don't mind if you want to tell me about this one .,directive
nope that's not it,inform
"well , what about violet ? it means the eternal beauty .",directive
"i have studied its skills recently at a training school . i plan to run a restaurant , so i have to practise cooking !",inform
what is this ? i didn't order that .,question
this is him speaking .,inform
"well , i'm already in this field and know most of the companies . before i come in to fill out an application , i need to know who it's with so i know whether or not i'm willing to work with them .",directive
i need to know how much money is in my account .,directive
how long is the wait at chipotle,question
i think about ten minutes by bus .,inform
have you asked santa ?,question
skip this song and play the next one,inform
good idea . where shall we go ?,question
"does tea-serving follow any special etiquette in china ? each time i dropped in at my chinese friends ' homes , their parents would offer me a cup of hot , strong tea , though they never inquired of me about whether i want it .",question
it's miles per hour .,inform
"me , too . do you want to go out to celebrate my good news ?",question
it ’ s on sale this week .,inform
have you got any outdoor interests ?,question
it's a kitty .,inform
here are my coupons . is that enough ?,question
so so .,inform
"for $ 100 you'll have a radio , a color television , a telephone and a major international newspaper delivered to your room every day .",inform
i need to pay my bills .,inform
"oh , yes .",inform
he ’ s the superintendent of this building .,inform
"all right . by the way , do you often dance ?",commissive
he was on the diving team with me in high school and saved my life one day .,commissive
cancel my reservation for 5 at the loft,directive
just leave the stuff by the curb . the company ’ ll send a guy out next month to give you the bill .,inform
"ok , i can see that road .",inform
can i do that ?,directive
it's almost midnight ! we are about to start a brand new year !,inform
is that what people usually do on memorial day ?,question
can you fill out this form then ?,question
it's in the international trade zone . it's only ten minutes'walk from the nearest subway station .,inform
what subjects are you versed in,question
"ok . good night , then . have a good sleep .",inform
about a month .,inform
so you don't think you are fat and need to lose weight ?,question
"no way , if it still has 21 .",inform
i want this song on my pregame playlist,directive
and what happened ?,inform
"yes , i didn ’ t finish work until 9:00 pm .",inform
it sounds very complicated . how far is it from here ?,question
why are you reading the classifieds ? what do you need ?,question
you'd better .,directive
"after i've eaten , it goes away for a while .",inform
tomorrow is my wife's birthday .,inform
we ’ re going to the movies . will you join us ?,directive
well . i ’ m rather disappointed with it .,inform
okay . how much do you want me to get ? a gallon ?,question
what are you thinking of doing ?,question
so what did you do about it yesterday ?,question
what size prints would you like ?,question
"fruit juice , cakes and refreshments , and everything .",inform
whatever ... smell ! perfume samples !,inform
"yes , i am sorry . i missed the bus .",inform
"anyway , it ’ s just a theory . why do people go around touting theories ? where ’ s the scientific rigor in that ?",question
frank london . any chance of a table by the window ?,question
which company is responsible for your design,question
there are hundreds and hundreds.english is particularly rich in idiomatic expressions .,inform
"your t-zone gets oily easily , but your cheeks are dry in winter . am i right ?",question
how does that compare with other models ?,question
"it is tough to accept it , i mean . but can you tell me why ?",directive
when should i change my oil,inform
"well , they look lovely , but they ’ re not very practical . i mean , would you wear that dress to the office or walking down the street ?",question
let me see . i think maybe 600 usd at least .,inform
the professor is a bit boring today . you need something to perk yourself up . how about a coffee ?,directive
i liked it . i thought it was great .,inform
you should just get the basics .,commissive
this afternoon ?,question
"i wouldn ’ t mind having my photo taken a few times or being interviewed once or twice , but it would get tedious after a while . imagine the things the gossip columnists would write about you .",inform
not at all . it has a very delicate flavor .,inform
do you know recipe for making apple pie,question
"well , the position is for an account manager . that basically means that i would be the link between our and our development team .",inform
what's up ? you sound a little down in dumps .,question
would you reset your factory settings,directive
"may , just let him go .",inform
i need to cancel that . we have had a last minute change of plans .,directive
yeah . i am on edge since she was out to the match .,confirmation
what are the nutritional facts of waffles,question
"we want to order 3,000 cases and hope to deliver the goods in two equal lots .",directive
look for a flight out of la to chicago on march 3rd for under $500,directive
gynecology ?,question
my card was damaged by bleach,complaint
can you call a taxi,directive
you've come to the right place . we've got various styles and sizes recently . how much do you measure around your waist ?,question
"i ’ d want it to have three bedrooms on a second floor with balconies on each , and one main bedroom on the main floor with an attached en suite . i ’ d also want a large living room and kitchen connected t",inform
what about this one ? do you like this program ?,question
i have exactly the same feeling . this afternoon he explained the ins and outs of the stock market to me . he knows a lot about investments .,inform
set up two alarms one for 10am and another for 2pm,directive
i wanna know the interest rate on my bank of america cd account,inform
didn't you say you want to buy a top hat ?,question
are these your bags ?,question
was she really ? so you're telling me there's a chance ?,question
would you like to meet me at the coffee house next door ?,directive
which days did i take vacation,inform
i don't know what to say . i'd like to replace it .,inform
swimming in summer and skating in winter.what ' s your favorite sport ?,question
would you come with me to look at apartments ?,directive
"be careful , the cartridge can be very hot .",directive
"we have settled the question of price , quality and quantity . now i am calling to talk about the terms of payment . what are your terms of payment ?",question
we'd like to open another restaurant ... with you as the head chef and manager ...,inform
what floor is the office on ?,question
can you please repeat that response,inform
"just a minute , sir.are you mr wang from china ?",question
i go as much as i can . i love hiking because you can really get in touch with nature .,inform
at the gate .,inform
"hey , how's it going ?",greeting
please turn the volume to 4,directive
my long-term goal is to become an expert in this field .,inform
"you are talking far too fast for me, can you slow it down a bit",directive
this place doesn't look like altadena .,inform
have you taken your driving test yet ?,question
i know it is .,inform
"three , you also should take two three-credit-course in education department .",directive
about fifteen minutes .,inform
"it was a rather big mistake . when you work as an investment adviser , onc small mistake can cost the company millions .",inform
mr . brown is in hospital again .,inform
"love me , love my dog . he ’ s a sensible kind man .",inform
360 yuan .,inform
"well , in that case , the schools in this area are very good .",inform
"more and more persons have the same discoveries since most universities do that in order to save energy . if your university also does like this , you can look for other methods , because such kinds of recommendations say nothing for you .",directive
heard what ? no one ever tells me anything .,question
"no , thank you , i am not interested .",gratitude
"call me tomorrow , and we'll get started .",directive
i want my hair to be only a few inches long .,inform
does a warranty come with this music box ?,question
ok . can i see the room now ?,directive
just two weeks .,inform
"i mean , in milwaukee there is no good chinese food.so we miss the food in taiwan too much.sometimes we just have to drive down here to chicago to find something better .",inform
just remember to hold on to your ticket . you need it to get out of the station when you get there .,inform
do you know which buses i need to take ?,question
"yeah , yeah , yeah . many times . many times . when i was younger , you used to get double-decker all over england but now you only tend to see them in the big cities .",confirmation
do you have any plans for further study ?,question
"no , i was born in gaoxiong , i only moved to taipei after i graduated .",inform
"because it's better , easier and cheaper to get them from the food we eat .",inform
"have a nice journey , lily .",inform
"if i can do anything for you , don't hesitate to let me know .",inform
"i don't think i share your view there.the writer is writing about history , society , human nature and so on.it ' s too hard to understand .",inform
"well , it's a one-bedroom apartment . the monthly rent at 650 dollars and a 300 dollars security deposit . you pay electricity only . gas and water is included . both the heat and stove are gas . let me see , what else ... oh , you'll be assigned a sheltered parking space at no extra charge . and that's probably it .",inform
yes . i really need to have a good rest .,commissive
go and check the fridge,inform
just do your best and i am sure that you will see improvement .,inform
you must feel terrible now .,inform
we can provide you with information that will help you understand what is available . we also provide workshops .,directive
the hot drinks first would be great . thanks !,gratitude
