text,intent
how long will it take me to be seated at ihop,question
how long will i stand in line at carl jr's,question
how busy is ihop at 5 pm,question
does ihop have a lot of business around 7 am,question
what's the typical wait time at red lobster,question
would you say that red lobster's pretty buy at noon,question
what's the crowd like at hopper's bar around 11pm,question
can you tell me if there's a lot of wait time at wendy's around 8am,question
how long will it take to be seated at the flying w,question
what's the typical time to eat at red lobster,question
how busy does outback get around 7pm,question
will i have to wait to get a table at ihop,question
how many people go to chili's around 9pm,question
how do i change my pin for number for my abc bank account,inform
what do i need to do to change my abc bank account pin number,inform
i have no idea what the pin is for my checking account,inform
i cannot recall the pin for my savings account,inform
i forgot the pin number for my college fund account,inform
set up a new pin number on my college fund account and make it be 1234,inform
i want 1234 to be the new pin number for my joint account,inform
please change my checking account pin to 1234,inform
i need to set up a new pin number for my college fund account,inform
i want my savings account pin to be 1234 from now on,inform
please change my retirement account pin number to 1234,inform
my checking account needs a new pin number,inform
i seem to have lost the pin for my retirement account,inform
i would like to replace the pin number for my retirement account,inform
i'd like to change my pin number for my checking account,inform
i want a new pin for my savings account,inform
i'm afraid i've forgotten the pin for my 401k account,inform
i need help changing my pin,inform
is there a way to get my pin number,inform
is there a way to change my pin number for my savings account,inform
i need my pin number,inform
"how do i get my pin number, i forgot mine",inform
help me change my pin number for my money market account,inform
how do i get a new pin,inform
tell me how i can get a new pin number,inform
tell me how to retrieve my pin number,inform
"help me, i forgot my pin number",inform
what is the procedure for getting a new pin number,inform
how do i change my pin number for my payroll account,inform
change my pin number for my checking account,inform
change my amex account pin to 1234,inform
change my amex pin to 1234,inform
swap my amex pin to 1234,inform
switch my amex pin to 1234,inform
set my amex pin to 1234,inform
you need to change the pin on my bank of america account to be 1234,inform
i need you to change the pin on my bank of america account to be 1234,inform
i need to change my pin number for my account,inform
i must change my pin number for my money market account,inform
i cannot remember what my pin is for my bank of america checking account,inform
i really need to change my pin number for my account,inform
i cannot remember what my pin is for my bank of america checking account this moment,inform
i want to change my pin number for my checking account,inform
i want to change my pin number for my account,inform
please go and change the pin on my bank of america account to be 1234,inform
i must change my pin number for my account,inform
go ahead and change the pin on my bank of america account to be 1234,inform
i got to change my pin number for my account,inform
i need to change my pin number for my savings account,inform
i wanna change my pin number for my credit acount,inform
please change the pin on my bank of america account to be 1234,inform
i really cannot remember what my pin is for my bank of america checking account,inform
i gotta change my pin number for my debit account,inform
i am unable to remember what my pin is for my bank of america checking account,inform
so it turns out i can't remember what my pin is for my bank of america checking account,inform
"how do i change my pin number for my account, please",inform
"how do i update my pin number for my account, please",inform
"i would like to change the pin on my checking account, please",inform
"i'd like to change the pin on my savings account, please",inform
change the pin on my capital one account to be 1234,inform
change the pin on my redwood credit union account to be 1234,inform
change the pin on my chase account to be 1234,inform
how do i update my pin number for my account,inform
i would like to change the pin on my savings account,inform
change the pin on my wells fargo account to be 1234,inform
change the pin on my bank of america account to be 1234,inform
i would like to change the pin on my checking account,inform
"i would like to change the pin on my savings account, please",inform
"how do i reset my pin number for my account, please",inform
please change pin to 1234 on my bank account trailing in 3829,inform
on account ending in 3838 change my pin to 1234,inform
change my pin to 1234 on account ending with digits 4994,inform
change the pin on my bank account first republic to 1234,inform
change pin to 1234 on account banner,inform
help me change my pin number,inform
can you tell me how i change my pin number,inform
tell me how to change my pin number,inform
help me out with changing this pin number,inform
can i change my pin number,inform
help me get my pin on my capitol one account changed to 3892,inform
how can i switch the pin on my wells fargo account to 9982,inform
i need a reminder for my pin number,inform
help me remember my pin number,inform
change the pin on my bofa account to 3892,inform
i need to reset my pin number,inform
can you reset my pin number,inform
can you change my 1st national account pin to 4892,inform
can you help me with my pin number,inform
please make the pin on my zion bank account to 3232,inform
can you tell me my password checking account,inform
please tell me my pin number for my synovus account,inform
what's my pin for my fidelity account,inform
i cant recall my pin number for my city first account,inform
i forgot my pin number for my northfield account,inform
i'd like to change my pin number for my wells fargo account,inform
i would like to change my pin number for my chase account,inform
i need to change my pin number for my checking account,inform
i'd like to change my pin number for my savings account,inform
i forgot my pin number to my chase account,inform
can you help me remember my pin to my boa account,inform
"syonara, ai device!",farewell
"goodbye, helpful ai device!",farewell
bye-bye,farewell
"goodbye, ai assistant",farewell
glad we got to talk,farewell
i'm glad i got to talk to you,farewell
nice to speak with you,farewell
this was a great conversation,farewell
talk to you later,farewell
tata for now,farewell
i'm out of here,farewell
"that's all, bye",farewell
see ya later,farewell
adios ai,farewell
"it was great to see you again, see ya later!",farewell
"i had a pleasure talking to you, see you later",farewell
"nice talking again, bye",farewell
i have to go but it was nice talking again!,farewell
"i am glad we got to talk again, see you soon",farewell
sayonara,farewell
catch you around,farewell
good seeing you,farewell
"later, thanks for chatting",farewell
adios,farewell
"great talk, take it easy",farewell
see ya,farewell
"great chat, talk to you later",farewell
"nice talk, talk to you later",farewell
"thanks for chatting, later",farewell
goodbye to you,farewell
i must say goodbye,farewell
i'm saying goodbye now,farewell
it is time to say goodbye,farewell
i have to say goodbye,farewell
cya later,farewell
i enjoyed talking to you,farewell
thanks for talking,farewell
it was good chatting,farewell
it was nice chatting with you,farewell
always nice to talk to you,farewell
"see you later, alligator",farewell
good night,farewell
it was nice to get in touch,farewell
see you soon,farewell
later gator!,farewell
it was nice to talk it out with you,farewell
it was nice to converse with you,farewell
ill see you around,farewell
take it easy!,farewell
later gater,farewell
it was nice to speak with you,farewell
see you later alligator,farewell
fairwell,farewell
have a good one,farewell
peace,farewell
bye for now,farewell
"thanks, bye",farewell
i have to get going,farewell
talk to you later!,farewell
i’ll be leaving now,farewell
i’m leaving-goodbye!,farewell
thanks for talking to me,farewell
it was really nice to be able to chat with you,farewell
it was good to talk to you today,farewell
it was great to have this conversation with you,farewell
it was nice to catch up with you,farewell
it was enjoyable talking with you,farewell
it was great chatting with you,farewell
it was cool talking with you,farewell
it was pleasant conversing with you,farewell
good bye my friend,farewell
i need to go now,farewell
see you again soon,farewell
i've got to run now,farewell
goodbye!,farewell
i had fun speaking with you,farewell
bye!,farewell
later!,farewell
adios!,farewell
until next time!,farewell
farewell!,farewell
it was enjoyable to chat with you,farewell
i'm outta here!,farewell
it was pleasant having a conversation with you,farewell
bye now,farewell
buhbye,farewell
see you in a while,farewell
see you around,farewell
nice to see you again,farewell
nice to see you,farewell
talk later,farewell
tootles,farewell
peace out,farewell
goodbye for now ai,farewell
ai goodbye,farewell
i'll talk to you later ai,farewell
we'll talk later ai,farewell
i have to go ai goodbye,farewell
bye bye!,farewell
see you later!,farewell
why is there a hold on my american saving bank account,complaint
i am nost sure why my account is blocked,complaint
why is there a hold on my capital one checking account,complaint
i think my account is blocked but i do not know the reason,complaint
can you tell me why is my bank account frozen,complaint
why is there a hold on my edward jones account,complaint
why am i locked out of my bank account,complaint
why in the world am i locked out of my bank account,complaint
what is the reason for frozen status on my bank account,complaint
check for why is my bank account frozen,complaint
i don't know the reason my account is blocked,complaint
find out for me why is my bank account frozen,complaint
can you find out why is my bank account frozen,complaint
why is there a hold on my discover account,complaint
tell me why am i locked out of my bank account,complaint
what is the reason i am locked out of my bank account,complaint
why is my account blocked,complaint
find out the reason why am i locked out of my bank account,complaint
i think my account is block but i am not sure why,complaint
why is there a hold on my charles swab account,complaint
my chase account has a hold why,complaint
what's the reason for a hold on my wells fargo account,complaint
can you find the reason for the block on my account,complaint
"there's a hold on my chase account, but why",complaint
tell me the reason there is a hold or block on my account,complaint
why does my credit union account have a hold on it,complaint
figure out why there is a block on my account please,complaint
why am i seeing a hold on my boa account,complaint
"my account has been blocked, but i have no idea why",complaint
why is there a block on my account,complaint
can you please unlock my bank account,complaint
please let me into my bank account,complaint
why cannot i take any money out from my bank account,complaint
what was the reason my bank account was frozen,complaint
who froze my bank account,complaint
who can i talk to right away about the current freeze on my account,complaint
my checking account has a hold on it and i need to know why,complaint
why is my bank account stopping all transactions from going through,complaint
i need to know why my bank account is blocking all of activity,complaint
can you find out what triggered a hold on my bank account,complaint
can i talk to someone about why there is a hold on my checking account,complaint
what caused a freeze to be put on my bank account,complaint
"my account has a hold on it and i can't access my funds, why",complaint
is there a reason that my bank account has a freeze on it,complaint
what would cause my bank account to be frozen,complaint
do you know why i can't log into my bank account,complaint
why can't i get into my account,complaint
did i do something to get my bank account frozen,complaint
was my bank account frozen for a specific reason,complaint
why are the funds in my bank account frozen,complaint
what would cause me to be locked out of my bank account,complaint
why am i unable to access my bank account,complaint
why is my bank account frozen,complaint
why would i have been locked out of my own account,complaint
can you explain to me why my bank account might be frozen,complaint
i am very confused about why or how my bank would lock me out of my account,complaint
why would the bank have frozen my account,complaint
do you know why the bank put a hold on my joint checking account,complaint
i don't understand why there is a hold on my retirement fund account,complaint
can you explain why there is a hold on my savings account,complaint
what's the deal with my bank account being locked,complaint
what reason could the bank have had for blocking my account,complaint
why would a hold have been placed on my checking account,complaint
why on earth would a block have been placed on my account,complaint
i'm confused about the reason for my bank account being frozen,complaint
i don't understand why i have been barred from accessing my own account,complaint
i don't understand why my bank account is frozen right now,complaint
how come i am being denied access to my bank account,complaint
do you know why my account appears to be blocked,complaint
i am confused because my account seems to have been blocked for no reason,complaint
i am very confused about the block that seems to have been placed on my account why is it there,complaint
how is it possible that my account has been frozen,complaint
how come a hold was placed on my 401k account,complaint
"could you please tell me, my wells fargo account, is there a hold and why",complaint
"i am unable to complete my order, why could there be a hold on my wells fargo account",complaint
"was a hold placed on my wells fargo account, and if so why",complaint
"in regards to my wells fargo account, why is there a hold",complaint
why was a hold placed on my wells fargo account,complaint
call my bank customer service number,complaint
why is my account locked,complaint
what's with the block on my bank account,complaint
why did my bank account freeze,complaint
why'd they put a freeze on my bank account,complaint
why is my bank account blocking me,complaint
why can't i access my bank account,complaint
i think my account is blocked,complaint
for what reason is my account blocked,complaint
can you tell me why there's a hold on my mutualone account,complaint
why don't i have access to my bank account,complaint
why isn't it letting me into my bank account,complaint
my capital one account has a hold; why,complaint
why does my visa account have a hold on it,complaint
why am i seeing a hold on my charles schwab account,complaint
tell me about the hold on my chase account,complaint
can you tell me why my bank account is frozen,complaint
do you know why my account is blocked,complaint
"help, my account is blocked",complaint
"help me please, my account is blocked",complaint
help me unblock my account,complaint
"my account is blocked, help me figure out why",complaint
i'm afraid this charge on my account is fraud,complaint
i think there's fraud on my account,complaint
i think i have fraud on my account from walmart,complaint
there's been some fraudulent activity on my card,complaint
i'm pretty sure this charge from sam's club is fraudulent,complaint
i'm pretty sure this charge is fraudulent,complaint
i need to report some fraudulent card activity,complaint
there are some questionable charges on my card,complaint
i think there's a fraudulent transaction on my account,complaint
there's a shady charge from comcast on my account,complaint
my account has a fraudulent transaction i think,complaint
can you help me with some fraudulent charges on my card,complaint
i think i've been the victim of fraud,complaint
i'd like to report a fraudulent charge from people's natural gas,complaint
this costco charge looks fraudulent,complaint
there's fraudulent transaction going on,complaint
i may have a fraudulent transaction,complaint
i suspect some suspicious activity,complaint
there seems to be fraudulent activity,complaint
i suspect fraudulent transaction,complaint
i need to report fraudulent activity on my card,complaint
i'm reporting fraudelent activity on my card,complaint
there has been fraudulent activity on my card and i need to report it,complaint
i need to make a report due to fraudulent activity on my card,complaint
due to fraudulent activity on my card i need to make a report,complaint
how do i report a fraudulent charge on my visa,complaint
how do i report fraud on my discover card,complaint
how do i let visa know about a charge i didn't make,complaint
help me tell visa about fraud on my account,complaint
how do i tell mastercard about a fraudulent charge,complaint
i have activity on my bank of america card i don't recognize,complaint
i think a thief used my card,complaint
i have suspicious charges on my discovery card,complaint
i believe there's fraud on my card,complaint
i need to report fraudulent activity on my mastercard,complaint
i think someone's using my visa card without my permission,complaint
i have transactions on my card that aren't mine,complaint
my card has purchases i don't recognize,complaint
someone misused my card and put fraudulent transactions on it,complaint
i have charges on my amex card i didn't make,complaint
"""disable my card account and contact company to report fraudulent activty",complaint
"""i need to report fraudulent activity to my card company",complaint
"""please contact my credit card company to report fraudulent activity on",complaint
it looks like someone made an unauthorized amazon purchase on my account,complaint
i think my chase account has been compromised and fraud committed,complaint
i may have had fraud committed on my account,complaint
i'm thinking someone may have used my card in a fraudulent way,complaint
there is a fraudulent charge for paypal on my bank account,complaint
i think the charge for uber on my account is fraudulent,complaint
looks like someone made an unauthorized charge to nike on my account,complaint
i think someone stole my card and used it,complaint
i think someone made an illegal charge to my card,complaint
my account is showing a charge to venmo that i did not make,complaint
i gotta report fraudulent activity on my credit card,complaint
so i made a fraudulent transaction,complaint
i have a fraudulent transaction from wal mart on my account right now,complaint
turns out i made a fraudulent transaction,complaint
report fraudulent activity on my debit card,complaint
i made a fraudulent transaction,complaint
i have a fraudulent transaction from wal mart showing on my account,complaint
i think i made a fraudulent transaction,complaint
i have a fraudulent transaction from wal mart on my account,complaint
i must report fraudulent activity on my debit,complaint
i have a fraudulent transaction from red robin on my account,complaint
report fraudulent activity on my credit card now,complaint
i have a fraudulent transaction from fry's on my account,complaint
i got to report fraudulent activity on my credit card,complaint
i'm afraid there is a false transaction on my account,complaint
i have detected fraudulent activity on my account,complaint
i see a fraudulent transaction from netflix on my account,complaint
i spotted a fraudulent transaction from microsoft on my account,complaint
i see a suspicious transaction in my account history,complaint
it seems someone conducted a fraudulent transaction on my account,complaint
i need help investigating a suspicious transaction,complaint
i need to report a fraudulent transaction from postmates on my account,complaint
help me figure out where this fraudulent transaction from google came from on my account,complaint
can you help me deal with this fraudulent transaction from verizon on my account,complaint
i believe there are fraudulent charges on my card how can i report them,complaint
i didn't make these purchases on my card; these are fraudulent charges i need to report them,complaint
how can i report fraudulent charges on my card,complaint
it seems that there's fraudulent activity on my card i'd like to file a report,complaint
i want to report fraudulent activity on my card,complaint
send information about suspicious credit card activity,complaint
please report information about activity on my credit card,complaint
send fraudulent activity information,complaint
please file a fraud report,complaint
report fraud on my card,complaint
"i want to report fraudulent activity on my visa card, please",complaint
"i need to report fraudulent activity on my visa card, please",complaint
i want to report fraudulent activity on my amex card,complaint
i want to report fraudulent activity on my visa card,complaint
"i want to report fraudulent activity on my amex card, please",complaint
i believe that there is some fraudulent activity on my capital one account,complaint
there is an unauthorized transaction on my bank of america checking,complaint
i see a purchase on my chase checking that i did not make,complaint
what steps do i take if there is a transaction that i do not recognize on my navy federal credit union account,complaint
i need to talk to someone about a transaction that was not made by me on my chase account,complaint
can you report credit card fraud for me,complaint
discover card reporting fraud,complaint
i need to know how to report fraud on my discover card,complaint
can you please turn on my furnace,directive
oven should be set to 350 now,directive
what temp is the ac at,directive
tell me who is by the garage door,directive
set my oven to 350 please,directive
make sure all doors are locked,directive
make the lights dimmer please,directive
"please, will you turn on my tv",directive
turn lights on in my bedroom,directive
turn the fan to the on position,directive
start my vehicle,directive
please get my car started before i go out to it,directive
need the tv on please,directive
lock all the doors,directive
can you turn on the lights in the den,directive
turn the furnace on please,directive
check who's at the door,directive
please set the temperature to 70,directive
turn tv on please,directive
make the temperature 78 in here,directive
turn lights on in the garage,directive
what is my ac set to right now,directive
activate my furnace please,directive
can you set the temp to 69,directive
set my temp to 75,directive
can you see if i have my doors locked,directive
make sure the oven is set to 350 please,directive
the ac is set to what right now,directive
can you turn on the lights in the backyard,directive
can you turn on the tv,directive
can you turn the oven to 350,directive
who is at my front door,directive
can you turn my lights down just a bit,directive
will you please get my furnace turned on,directive
can you please dim the lights,directive
set my oven to 350 for me right now,directive
turn lights on in my master bathroom,directive
who is knocking,directive
turn on the fan,directive
can you get my car started,directive
are my doors locked right now,directive
can you get the fan going in here,directive
please turn my fan on,directive
warm up my car for me,directive
please make sure the temperature is set to 68,directive
are my doors in the locked position right now,directive
turn down the lights a little please,directive
what's the persons name at my door,directive
can you lock all the doors in the house,directive
i need some air; get the fan going,directive
what's the ac set to,directive
can you tell me what the ac is on,directive
lock every door on the property,directive
turn the tv to on right now,directive
please lock every door,directive
did i lock the doors,directive
dim the main lights please,directive
i need my furnace turned on,directive
put the garage lights on,directive
on the lounge lights turn,directive
can put fan on,directive
turn on the living room lights,directive
put fan on,directive
put on lights,directive
on turn tv,directive
on the fan,directive
on the tv,directive
switch fan,directive
light the bedroom lights,directive
switch tv,directive
tv on turn,directive
please start my car,directive
what is the temperature setting of the ac,directive
set temperature to 75,directive
can you look who is at the door,directive
what is the temperature the ac display is showing,directive
has anyone locked the door,directive
check to see who is at the doof,directive
what is the ac temperature,directive
please lock the doors,directive
can you please help me start the car,directive
turn the fan on please,directive
i would appreciate it if you help me turn the car on,directive
did anyone securely lock the door,directive
please set the temperature to 80,directive
turn the fan on,directive
put the lights on low,directive
can you please start my car,directive
what is the temperature on the ac,directive
can you check who is at the door,directive
set the temperaure to 71,directive
turn the lights down,directive
please turn the fan on,directive
can you please turn the fan on,directive
i want you to turn the fans on,directive
what temperature is the ac set at,directive
remember to lock the doors,directive
who is at the door,directive
please check the door to see who is there,directive
set the temperature to 78,directive
i need a bed in brownsburg near walmart from apil 4th until the 5th,directive
i need a room in indianapolis near the track from may 2nd through the 5th,directive
i need lodging in lizton near the ice cream parlor from may 3rd until the 8th,directive
need a place to crash in elizabeth near the refinery from june 4th until the 9th,directive
i need a place to stay in newark near a bodega from may 2nd through the 4th,directive
i want to book a hotel room for 10 people from monday to tuesday in manhattan,directive
is there a room big enough for 10 people from monday to tuesday in manhattan,directive
is it possible to book 10 people from monday to tuesday in manhattan,directive
i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,directive
i'm inquiring about the availability of a room that fits 10 people from monday to tuesday in manhattan,directive
book me a hotel in st louis near the arch from march 2nd to 5th,directive
i need a room in london for 2 people from march 1st to 3rd,directive
get me a hotel room for 3 people from march 12th to 14th in chicago,directive
book me a hotel in new york near the empire state building from marc 2nd to 4th,directive
book me a hotel in chicago near the water tower shopping from april 2nd to 4th,directive
get me a hotel room for 4 people from march 1st to 3rd in seattle,directive
"in paris, get me a hotel room for 4 people from march 1st to 3rd",directive
can you find me a hotel for 2 people on april 1st to 4th in rome,directive
can you book me a hotel in los angeles near commerce casino from april 1st to the 5th,directive
book me a hotel in seattle near the space needle from march 3rd to 5th,directive
can you book me a room in new york city from april 2 through april 8,directive
are there any openings in new york city from april 2 through april 8,directive
are there any vacancies in new york city from april 2 through april 8,directive
how about any bookings in new york city from april 2 through april 8,directive
is there anything available in new york city from april 2 through april 8,directive
book me a room on november 11 to 15 in cali,directive
create a reservation novemeber 11 to 15 in cali,directive
show me all hotels in evans with good reviews,directive
which hotels in evans have good reviews,directive
get me a room in cali on november 11 to 15,directive
show me a well reviewed hotel in evans,directive
what is the best rated hotel in evans,directive
find me a place to stay in cali november 11 to 15,directive
make a reservation to stay in cali from november 11 to 15,directive
is it possible to have a place booked in salem from the 1st to the 3rd,directive
see if you can get me a room in colorado springs near garden of the gods from march 01 to march 02,directive
"i'd like you to book me a room in austin near google's headquarters from january 01, 2020 to february 02, 2020",directive
please book me a room in austin from tomorrow to the 2nd,directive
i want a hotel room for 6 from the 1st through the 3rd in seattle,directive
can you find me a decent hotel in denver,directive
"i'd like a placed booked in san diego from may 1st, 2020 to june 2nd, 2020",directive
are there any good hotels in salem,directive
what's a good hotel to stay at in chicago,directive
will you find me a place to stay in casper from march 5th to march 11th,directive
check if there's a hotel room that can receive 10 people in tampa from this friday for a week,directive
"can i get a hotel room that can accommodate 50 people in bangor from january 01, 2021 to january 30, 2021",directive
i need a hotel booked in denver near the museum from friday to saturday,directive
i want a hotel booked in salem near the concert hall from the first to the second,directive
i required a hotel room for 20 people from march 8th through march 20th in las vegas,directive
what hotels have decent reviews in bangor,directive
"is it possible to have a room booked in omaha near the convention hall for may 01, 2019 to may 05, 2019",directive
i'd like to find a hotel in tampa that people liked enough to leave good reviews about,directive
can you book me a place to stay in denver from wednesday to friday,directive
i need a hotel room that can host 5 people from tomorrow to saturday in denver,directive
please find me a hotel room for 4 people from monday to wednesday in lakewood,directive
i need a hotel room big enough for 4 people from monday to wednesday in lakewood,directive
i need a hotel room for 4 people in lakewood from monday to wednesday,directive
what hotel would you recommend in lakewood for 4 people from monday to wednesday,directive
i will be in lakewood from monday to wednesday and i need a hotel room for 4 people,directive
please help me book a place to stay in pittsburgh from monday to friday,directive
"i need a place in pittsburgh to stay from monday to friday, can you help",directive
help me find a hotel in columbus with good reviews,directive
can you find me a hotel in columbus with good reviews,directive
"please find a columbus, ohio hotel with good reviews",directive
will you help me book a place to stay from monday to friday in pittsburgh,directive
can you book me a place to stay in pittsburgh from monday to friday,directive
please book me a place in pittsburgh to stay from monday to friday,directive
"find a columbus, ohio hotel with good reviews",directive
help me find a hotel in that has good reviews in columbus,directive
do you know of any well reviewed hotels in chicago,directive
help me find a well reviewed hotel in dallas,directive
find me a hotel in kansas city with good reviews,directive
i need to find a nice hotel with solid reviews in seattle,directive
look up hotels with positive reviews in new york city,directive
"what hotels are near, ny, ny for the 9th to 11th",directive
"please book a hotel in ny, close to brooklyn, on the 25th to 30th",directive
"book a hotel in pa, harrisburg for the 10th to 15th",directive
"find and book a hotel in md, baltimore starting on the 7th to the 9th",directive
"i need to book a hotel in ny, queens arrive on 8th and leave on the 13th",directive
i need a hotel in new orleans with awesome reviews,directive
find a suitable lodging in vancouver on march 16-19,directive
help me find a good reviews hotel in la,directive
i need a hotel in new orleans from may 2 - 5 near the french quarter,directive
find a hotel with great reviews in san francisco,directive
find me a hotel in seattle with great reviews,directive
help me a great hotel in vegas for this weekend,directive
can you find me a place to stay in sacramento near the capitol on july 3-5,directive
find a hotel in san francisco for march 8 & 9,directive
i need a well-rated hotel in vegas,directive
can i book a hotel in new york city near times square from 3/1 until 3/5,directive
book me a hotel room in memphis for 3 people from 3/6 until 3/10,directive
hotel room for 5 in austin for 3/1 until 3/8,directive
i need a hotel in austin near south congress from 3/5 until 3/10,directive
book me a hotel in pittsburgh near grant street for 3/15 through 3/18,directive
"march 20th through the 22nd, please book me a hotel room in manhattan big enough for 10 people",directive
i'm going to need a hotel in tampa near ybor city for march 23rd through the 28th,directive
i'm going to need a hotel room for 8 people in tallahassee from 3/10 until 3/12,directive
could you reserve me a hotel room in philadelphia near chinatown from 3/19 through 3/22,directive
"in brooklyn, i need a hotel room for 4 from 3/15 until 3/20",directive
book me a hotel with good ratings in nashville,directive
check maps for my location,question
"i'm lost, can you tell me where i am",question
how can i go about finding my location right now,question
please tell me my location using gps,question
where exactly am i,question
what's my location,question
is there a way to get my current location,question
what's the precise coordinates of this place,question
where am i right this moment,question
use the map and pinpoint my position,question
give me my location on the map,question
what's my current location,question
what street is this,question
can you direct me where to find where i am,question
what do i do to find my location,question
using this map i'd like to see my exact whereabouts,question
place a marker for me where i am on the map,question
i need to know my current gps coordinates,question
can i have my current gps coordinates,question
would you please tell me my current gps coordinates,question
please tell me my current gps coordinates,question
list my current gps coordinates,question
how do i know where i'm at,question
where am i located currently,question
tell me how to find my current location,question
showme how to find my location,question
i'd like to know where i am,question
what are the gps coordinates where i am located,question
at this location what are my gps coordinates,question
in the place i am what are my gps coordinates,question
what are my gps coordinates at this location,question
what are the gps coordinates of this spot i am at right now,question
where am i located,question
what country and city am i in,question
what are my longitude and latitude points,question
show me where i am on the map,question
display my location on a map,question
please show me where i am on a map,question
can you show me where i am on a map,question
"where am i right now, location wise",question
what street am i on right now,question
tell me my current location please,question
what location do you see me at right now,question
what is my current location that you see right now,question
show me where i am,question
bring up my location,question
tell me where i am on a map,question
can you locate me on a map,question
show me where i am on a map,question
i need to know my location,question
i'm lost,question
can you tell me how to figure out my current location,question
i need to find out how i know my location right now,question
can you tell me my location,question
what do i do to find my current location,question
my current location,question
i would like to know my current location,question
how can i tell what my current location is,question
how can i know my current location,question
let me know where i'm located,question
i am in need of my location,question
help me find where i am,question
i do not know where i am,question
i would like to know my location,question
where are we located,question
tell me the current location,question
please tell me my current location,question
what are my gps coordinates right now,question
please tell me my present gps coordinates,question
i need to know my present gps coordinates,question
tell me my current gps coordinates,question
please give me my gps coordinates,question
"how do i find my location right now, please",question
"how do i find my location, please",question
"could you find my location on the map, please",question
how do i find my present location right now,question
could you find my location on the map,question
how do i find my location right now,question
"would you find my location on the map, please",question
"can you find my location on the map, please",question
can you find my location on the map,question
"how do i find my present location right now, please",question
give me my current location,question
let me know my current location,question
what is my location right now,question
can you tell me the address where i am right now,question
please locate me on the map and show me,question
tell me my current location,question
how can i go about finding my current location,question
i wanna know my current location,question
how can i find my current location,question
how will i find my current location,question
i'd like to know my current location,question
how can i locate where i am,question
how shall i find my current location,question
check out my location up on the map,question
could you pull up my location on the map,question
check me out on the map,question
look me up on the map,question
look my location up on the map,question
what are the conditions like in orlando,question
what's the temperature like in tampa,question
what's the forecast like for pittsburgh,question
what are the conditions like in sarasota,question
what's the climate like in chicago,question
what will the temperature be tomorrow,question
will it rain today,question
will it freeze tonight,question
give me the 7 day forecast,question
is it hot outside,question
what is the weather going to be like today,question
is it going to rain today,question
what is the weather going to be like tomorrow,question
is it going to rain tonight,question
are there any tornadoes coming soon,question
is it snowing in the next two weeks,question
what is the weather like in denver,question
what is the weather like tomorrow,question
what is the record high temperature for today,question
whats the predicted weather suppose to be like,question
whats the forecast for the weather,question
what does the weather look like,question
what does the forecast look like,question
what is the weather going to be like,question
tell me this week's forecast,question
will it get over 90 degrees today,question
what's the temperature outside,question
tell me how the weather is,question
weather,question
what's the weather,question
is it raining,question
how is it outside,question
how hot will it be tomorrow,question
what is the weather for tomorrow in georgia,question
what is the forecast for this week,question
will it snow this weekend,question
is there any rain in the next 3 days,question
can you tell me what the weather will be please,question
how's the weather,question
what's the weather looking like,question
what weather should i expect,question
costa mesa current weather,question
what is the temperature in costa mesa,question
what is the weather report for costa mesa,question
weather in costa mesa,question
costa mesa weather,question
i need meteorological data for tallahassee,question
how's the weather in tallahassee,question
read me the current weather report for tallahassee,question
tell me the weather report for tallahassee,question
what's the current weather situation for tallahassee,question
what's the weekend forecast,question
can you tell me the low tonight,question
is it going to be sunny today,question
what's the highest chance of rain for today,question
how cold is it going to be tonight,question
what is the weather forecast for seattle,question
what is the weather outlook for seattle,question
what are the weather conditions in seattle,question
how is the weather in seattle,question
what is the weather report for seattle,question
can you give me info on miami weather,question
what is miami weather like,question
what can you tell me about miami weather,question
what kind of weather does miami have,question
how is the weather in miami,question
what's the weather like right now,question
give me a rundown of the weather,question
what kind of weather is there,question
tell me what the weather is like,question
when is it going to rain again,question
what is the high temperature for tomorrow,question
how many of inches of snow did my hometown get last year,question
what are the atmospheric conditions in sparks,question
is it raining in sparks,question
is it cloudy or sunny in sparks,question
is sparks experiencing bad weather right now,question
what is the weather like in sparks right now,question
what is the temp right now,question
when will it rain next,question
when is the next rain chance,question
what will the weather be this weekend,question
what s the uv index tomorrow,question
tell me today's weather forecast,question
tell me about the weather today,question
i want to know the weather forecast for today,question
what will the weather be like,question
what's the chance of rain on friday,question
is there a uv or smog alert for tomorrow,question
"is it snowing right now in richmond, va",question
what will the low temperatures be over the weekend,question
can you let me know if it will be warm this week,question
when is the next time it is suppose to rain,question
how cold will it be tomorrow,question
what is today's high temperature predicted to be,question
how much snow will we be getting tomorrow,question
what's the current weather,question
what's it doing outside right now,question
what's today's weather going to be,question
please tell me the weather forecast,question
how much are my state taxes,inform
what will my state taxes cost,inform
how much are taxes in my state,inform
how much state taxes do i owe,inform
tell me how much in tax on this,inform
and what are the taxes,inform
tell me what the tax amount is,inform
what is the tax amount,inform
how much are taxes on this,inform
what is the amount of my federal taxes,inform
about how much will my federal taxes be,inform
how much will i have to pay in state taxes,inform
what do my state taxes amount to,inform
how much will i have to pay in federal taxes,inform
how much do i owe for state taxes,inform
what do my federal taxes amount to,inform
what amount will my state taxes be,inform
how much will my state taxes be,inform
how much am i going to have to pay in taxes to the state,inform
how much will i have to pay in colorado taxes,inform
what's my bill going to be for my taxes for tennessee,inform
how much am i going to have to pay in federal taxes this year,inform
how much is the irs going to get from me,inform
what's my irs bill going to look like,inform
